AC_ID,name1,name2,name3,complete_name,rank,parent_tsn,tsn,common
Lagonosticta virata,Lagonosticta,virata,None,Lagonosticta virata,220,557800,560655,Mali Firefinch
Lalage atrovirens,Lalage,atrovirens,None,Lalage atrovirens,220,557801,560656,Black-browed Triller
Lalage aurea,Lalage,aurea,None,Lalage aurea,220,557801,560657,Rufous-bellied Triller
Lalage leucomela,Lalage,leucomela,None,Lalage leucomela,220,557801,560658,Varied Triller
Lalage leucopyga,Lalage,leucopyga,None,Lalage leucopyga,220,557801,560659,Long-tailed Triller
Lalage leucopygialis,Lalage,leucopygialis,None,Lalage leucopygialis,220,557801,560660,White-rumped Triller
Lalage maculosa,Lalage,maculosa,None,Lalage maculosa,220,557801,560661,Polynesian Triller
Lalage melanoleuca,Lalage,melanoleuca,None,Lalage melanoleuca,220,557801,560662,Black-and-white Triller
Lalage moesta,Lalage,moesta,None,Lalage moesta,220,557801,560663,White-browed Triller
Lalage nigra,Lalage,nigra,None,Lalage nigra,220,557801,560664,Pied Triller
Lalage sharpei,Lalage,sharpei,None,Lalage sharpei,220,557801,560665,Samoan Triller
Lalage sueurii,Lalage,sueurii,None,Lalage sueurii,220,557801,560666,White-shouldered Triller
Lalage tricolor,Lalage,tricolor,None,Lalage tricolor,220,557801,560667,White-winged Triller
Lamprolia victoriae,Lamprolia,victoriae,None,Lamprolia victoriae,220,557802,560668,Silktail
Lampropsar tanagrinus,Lampropsar,tanagrinus,None,Lampropsar tanagrinus,220,557803,560669,Velvet-fronted Grackle
Lamprospiza melanoleuca,Lamprospiza,melanoleuca,None,Lamprospiza melanoleuca,220,557804,560670,Red-billed Pied Tanager
Lamprotornis acuticaudus,Lamprotornis,acuticaudus,None,Lamprotornis acuticaudus,220,557805,560671,Sharp-tailed Starling
Lamprotornis australis,Lamprotornis,australis,None,Lamprotornis australis,220,557805,560672,Burchell's Starling
Lamprotornis caudatus,Lamprotornis,caudatus,None,Lamprotornis caudatus,220,557805,560673,Long-tailed Glossy Starling
Lamprotornis chalcurus,Lamprotornis,chalcurus,None,Lamprotornis chalcurus,220,557805,560674,Bronze-tailed Starling
Lamprotornis chalybaeus,Lamprotornis,chalybaeus,None,Lamprotornis chalybaeus,220,557805,560675,Greater Blue-eared Starling
Lamprotornis chloropterus,Lamprotornis,chloropterus,None,Lamprotornis chloropterus,220,557805,560676,Lesser Blue-eared Starling
Lamprotornis corruscus,Lamprotornis,corruscus,None,Lamprotornis corruscus,220,0,560677,Black-bellied Starling
Lamprotornis cupreocauda,Lamprotornis,cupreocauda,None,Lamprotornis cupreocauda,220,0,560678,Copper-tailed Starling
Lamprotornis elisabeth,Lamprotornis,elisabeth,None,Lamprotornis elisabeth,220,557805,560679,Miombo Blue-eared Starling
Lamprotornis hildebrandti,Lamprotornis,hildebrandti,None,Lamprotornis hildebrandti,220,557805,560680,Hildebrandt's Starling
Lamprotornis mevesii,Lamprotornis,mevesii,None,Lamprotornis mevesii,220,557805,560681,Meves's Starling
Lamprotornis nitens,Lamprotornis,nitens,None,Lamprotornis nitens,220,557805,560682,Cape Starling
Lamprotornis ornatus,Lamprotornis,ornatus,None,Lamprotornis ornatus,220,557805,560683,Principe Starling
Lamprotornis pulcher,Lamprotornis,pulcher,None,Lamprotornis pulcher,220,557805,560684,Chestnut-bellied Starling
Lamprotornis purpureiceps,Lamprotornis,purpureiceps,None,Lamprotornis purpureiceps,220,0,560685,Purple-headed Starling
Lamprotornis purpureus,Lamprotornis,purpureus,None,Lamprotornis purpureus,220,557805,560686,Purple Starling
Lamprotornis shelleyi,Lamprotornis,shelleyi,None,Lamprotornis shelleyi,220,557805,560688,Shelley's Starling
Lamprotornis splendidus,Lamprotornis,splendidus,None,Lamprotornis splendidus,220,557805,560689,Splendid Starling
Lamprotornis superbus,Lamprotornis,superbus,None,Lamprotornis superbus,220,557805,560690,Superb Starling
Laniarius aethiopicus,Laniarius,aethiopicus,None,Laniarius aethiopicus,220,557806,560691,Tropical Boubou
Laniarius amboimensis,Laniarius,amboimensis,None,Laniarius amboimensis,220,557806,560692,Gabela Bushshrike
Laniarius atrococcineus,Laniarius,atrococcineus,None,Laniarius atrococcineus,220,557806,560693,Crimson-breasted Shrike
Laniarius atroflavus,Laniarius,atroflavus,None,Laniarius atroflavus,220,557806,560694,Yellow-breasted Boubou
Laniarius barbarus,Laniarius,barbarus,None,Laniarius barbarus,220,557806,560695,Yellow-crowned Gonolek
Laniarius bicolor,Laniarius,bicolor,None,Laniarius bicolor,220,557806,560696,Swamp Boubou
Laniarius brauni,Laniarius,brauni,None,Laniarius brauni,220,557806,560697,Braun's Bushshrike
Laniarius erythrogaster,Laniarius,erythrogaster,None,Laniarius erythrogaster,220,557806,560698,Black-headed Gonolek
Laniarius ferrugineus,Laniarius,ferrugineus,None,Laniarius ferrugineus,220,557806,560699,Southern Boubou
Laniarius fuelleborni,Laniarius,fuelleborni,None,Laniarius fuelleborni,220,557806,560700,Fülleborn's Boubou
Laniarius funebris,Laniarius,funebris,None,Laniarius funebris,220,557806,560701,Slate-colored Boubou
Laniarius leucorhynchus,Laniarius,leucorhynchus,None,Laniarius leucorhynchus,220,557806,560702,Lowland Sooty Boubou
Laniarius liberatus,Laniarius,liberatus,None,Laniarius liberatus,220,0,560703,Bulo Burti Boubou
Laniarius luehderi,Laniarius,luehderi,None,Laniarius luehderi,220,557806,560704,Lühder's Bushshrike
Laniarius mufumbiri,Laniarius,mufumbiri,None,Laniarius mufumbiri,220,557806,560705,Papyrus Gonolek
Laniarius poensis,Laniarius,poensis,None,Laniarius poensis,220,557806,560706,Mountain Sooty Boubou
Laniarius ruficeps,Laniarius,ruficeps,None,Laniarius ruficeps,220,557806,560707,Red-naped Bushshrike
Laniarius turatii,Laniarius,turatii,None,Laniarius turatii,220,557806,560708,Turati's Boubou
Laniisoma elegans,Laniisoma,elegans,None,Laniisoma elegans,220,557807,560709,Brazilian Laniisoma
Lanio aurantius,Lanio,aurantius,None,Lanio aurantius,220,557808,560710,Black-throated Shrike-Tanager
Lanio aurantius,Lanio,aurantius,None,Lanio aurantius,220,557808,560710,Black-throated Shrike-tanager
Lanio fulvus,Lanio,fulvus,None,Lanio fulvus,220,557808,560711,Fulvous Shrike-Tanager
Lanio fulvus,Lanio,fulvus,None,Lanio fulvus,220,557808,560711,Fulvous Shrike-tanager
Lanio leucothorax,Lanio,leucothorax,None,Lanio leucothorax,220,557808,560712,White-throated Shrike-Tanager
Lanio leucothorax,Lanio,leucothorax,None,Lanio leucothorax,220,557808,560712,White-throated Shrike-tanager
Lanio versicolor,Lanio,versicolor,None,Lanio versicolor,220,557808,560713,White-winged Shrike-Tanager
Lanio versicolor,Lanio,versicolor,None,Lanio versicolor,220,557808,560713,White-winged Shrike-tanager
Laniocera hypopyrra,Laniocera,hypopyrra,None,Laniocera hypopyrra,220,557809,560714,Cinereous Mourner
Laniocera rufescens,Laniocera,rufescens,None,Laniocera rufescens,220,557809,560715,Speckled Mourner
Lanioturdus torquatus,Lanioturdus,torquatus,None,Lanioturdus torquatus,220,557810,560716,White-tailed Shrike
Lanius bucephalus,Lanius,bucephalus,None,Lanius bucephalus,220,178510,560717,Bull-headed Shrike
Lanius cabanisi,Lanius,cabanisi,None,Lanius cabanisi,220,178510,560718,Long-tailed Fiscal
Lanius collaris,Lanius,collaris,None,Lanius collaris,220,178510,560719,Common Fiscal
Lanius collurio,Lanius,collurio,None,Lanius collurio,220,178510,560720,Red-backed Shrike
Lanius collurioides,Lanius,collurioides,None,Lanius collurioides,220,178510,560721,Burmese Shrike
Lanius dorsalis,Lanius,dorsalis,None,Lanius dorsalis,220,178510,560722,Taita Fiscal
Lanius excubitoroides,Lanius,excubitoroides,None,Lanius excubitoroides,220,178510,560723,Grey-backed Fiscal
Lanius gubernator,Lanius,gubernator,None,Lanius gubernator,220,178510,560724,Emin's Shrike
Lanius isabellinus,Lanius,isabellinus,None,Lanius isabellinus,220,178510,560725,Isabelline Shrike
Lanius mackinnoni,Lanius,mackinnoni,None,Lanius mackinnoni,220,178510,560726,Mackinnon's Shrike
Lanius marwitzi,Lanius,marwitzi,None,Lanius marwitzi,220,0,560727,Uhehe Fiscal
Lanius minor,Lanius,minor,None,Lanius minor,220,178510,560728,Lesser Grey Shrike
Lanius newtoni,Lanius,newtoni,None,Lanius newtoni,220,178510,560729,Sao Tome Fiscal
Lanius nubicus,Lanius,nubicus,None,Lanius nubicus,220,178510,560730,Masked Shrike
Lanius schach,Lanius,schach,None,Lanius schach,220,178510,560731,Long-tailed Shrike
Lanius senator,Lanius,senator,None,Lanius senator,220,178510,560732,Woodchat Shrike
Lanius souzae,Lanius,souzae,None,Lanius souzae,220,178510,560734,Souza's Shrike
Lanius sphenocercus,Lanius,sphenocercus,None,Lanius sphenocercus,220,178510,560735,Chinese Grey Shrike
Lanius tephronotus,Lanius,tephronotus,None,Lanius tephronotus,220,178510,560736,Grey-backed Shrike
Lanius tigrinus,Lanius,tigrinus,None,Lanius tigrinus,220,178510,560737,Tiger Shrike
Lanius validirostris,Lanius,validirostris,None,Lanius validirostris,220,178510,560738,Mountain Shrike
Lanius vittatus,Lanius,vittatus,None,Lanius vittatus,220,178510,560739,Bay-backed Shrike
Larus armenicus,Larus,armenicus,None,Larus armenicus,220,176803,560740,Armenian Gull
Larus atlanticus,Larus,atlanticus,None,Larus atlanticus,220,176803,560741,Olrog's Gull
Larus hartlaubii,Larus,hartlaubii,None,Larus hartlaubii,220,0,560742,Hartlaub's Gull
Larus scopulinus,Larus,scopulinus,None,Larus scopulinus,220,0,560743,Red-billed Gull
Laterallus albigularis,Laterallus,albigularis,None,Laterallus albigularis,220,176262,560744,White-throated Crake
Lathrotriccus euleri,Lathrotriccus,euleri,None,Lathrotriccus euleri,220,557811,560745,Euler's Flycatcher
Latoucheornis siemsseni,Latoucheornis,siemsseni,None,Latoucheornis siemsseni,220,0,560746,Slaty Bunting
Legatus leucophaius,Legatus,leucophaius,None,Legatus leucophaius,220,557813,560747,Piratic Flycatcher
Leiothrix argentauris,Leiothrix,argentauris,None,Leiothrix argentauris,220,178836,560748,Silver-eared Leiothrix
Lemuresthes nana,Lemuresthes,nana,None,Lemuresthes nana,220,557814,560749,Madagascar Mannikin
Lepidocolaptes affinis,Lepidocolaptes,affinis,None,Lepidocolaptes affinis,220,557815,560750,Spot-crowned Woodcreeper
Lepidocolaptes albolineatus,Lepidocolaptes,albolineatus,None,Lepidocolaptes albolineatus,220,557815,560751,Lineated Woodcreeper
Lepidocolaptes angustirostris,Lepidocolaptes,angustirostris,None,Lepidocolaptes angustirostris,220,557815,560752,Narrow-billed Woodcreeper
Lepidocolaptes leucogaster,Lepidocolaptes,leucogaster,None,Lepidocolaptes leucogaster,220,557815,560754,White-striped Woodcreeper
Lepidocolaptes souleyetii,Lepidocolaptes,souleyetii,None,Lepidocolaptes souleyetii,220,557815,560755,Streak-headed Woodcreeper
Lepidocolaptes squamatus,Lepidocolaptes,squamatus,None,Lepidocolaptes squamatus,220,557815,560756,Scalloped Woodcreeper
Leptasthenura aegithaloides,Leptasthenura,aegithaloides,None,Leptasthenura aegithaloides,220,557816,560757,Plain-mantled Tit-Spinetail
Leptasthenura andicola,Leptasthenura,andicola,None,Leptasthenura andicola,220,557816,560758,Andean Tit-Spinetail
Leptasthenura fuliginiceps,Leptasthenura,fuliginiceps,None,Leptasthenura fuliginiceps,220,557816,560759,Brown-capped Tit-Spinetail
Leptasthenura pileata,Leptasthenura,pileata,None,Leptasthenura pileata,220,557816,560760,Rusty-crowned Tit-Spinetail
Leptasthenura platensis,Leptasthenura,platensis,None,Leptasthenura platensis,220,557816,560761,Tufted Tit-Spinetail
Leptasthenura setaria,Leptasthenura,setaria,None,Leptasthenura setaria,220,557816,560762,Araucaria Tit-Spinetail
Leptasthenura striata,Leptasthenura,striata,None,Leptasthenura striata,220,557816,560763,Streak-backed Tit-Spinetail
Leptasthenura striolata,Leptasthenura,striolata,None,Leptasthenura striolata,220,557816,560764,Striolated Tit-Spinetail
Leptasthenura xenothorax,Leptasthenura,xenothorax,None,Leptasthenura xenothorax,220,557816,560765,White-browed Tit-Spinetail
Leptasthenura yanacensis,Leptasthenura,yanacensis,None,Leptasthenura yanacensis,220,557816,560766,Tawny Tit-Spinetail
Leptodon forbesi,Leptodon,forbesi,None,Leptodon forbesi,220,175446,560767,White-collared Kite
Leptopoecile elegans,Leptopoecile,elegans,None,Leptopoecile elegans,220,557817,560768,Crested Tit-warbler
Leptopoecile sophiae,Leptopoecile,sophiae,None,Leptopoecile sophiae,220,557817,560769,White-browed Tit-warbler
Leptopogon amaurocephalus,Leptopogon,amaurocephalus,None,Leptopogon amaurocephalus,220,557818,560770,Sepia-capped Flycatcher
Leptopogon rufipectus,Leptopogon,rufipectus,None,Leptopogon rufipectus,220,557818,560771,Rufous-breasted Flycatcher
Leptopogon superciliaris,Leptopogon,superciliaris,None,Leptopogon superciliaris,220,557818,560772,Slaty-capped Flycatcher
Leptopogon taczanowskii,Leptopogon,taczanowskii,None,Leptopogon taczanowskii,220,557818,560773,Inca Flycatcher
Leptopterus chabert,Leptopterus,chabert,None,Leptopterus chabert,220,557819,560774,Chabert's Vanga
Leptotila battyi,Leptotila,battyi,None,Leptotila battyi,220,177165,560775,Azuero Dove
Lessonia oreas,Lessonia,oreas,None,Lessonia oreas,220,557820,560776,Andean Negrito
Lessonia rufa,Lessonia,rufa,None,Lessonia rufa,220,557820,560777,Austral Negrito
Lessonia rufa,Lessonia,rufa,None,Lessonia rufa,220,557820,560777,Patagonian Negrito
Leucopeza semperi,Leucopeza,semperi,None,Leucopeza semperi,220,557821,560778,Semper's Warbler
Leucopsar rothschildi,Leucopsar,rothschildi,None,Leucopsar rothschildi,220,557822,560779,Bali Myna
Leucopsar rothschildi,Leucopsar,rothschildi,None,Leucopsar rothschildi,220,557822,560779,Rothschild's starling
Leucosticte brandti,Leucosticte,brandti,None,Leucosticte brandti,220,179214,560780,Brandt's Mountain Finch
Leucosticte nemoricola,Leucosticte,nemoricola,None,Leucosticte nemoricola,220,179214,560781,Plain Mountain Finch
Leucosticte sillemi,Leucosticte,sillemi,None,Leucosticte sillemi,220,179214,560782,Sillem's Mountain Finch
Lewinia muelleri,Lewinia,muelleri,None,Lewinia muelleri,220,557823,560784,Auckland Rail
Lewinia muelleri,Lewinia,muelleri,None,Lewinia muelleri,220,557823,560784,Aukland Island Rail
Lewinia pectoralis,Lewinia,pectoralis,None,Lewinia pectoralis,220,557823,560785,Lewin's Rail
Lichenostomus chrysops,Lichenostomus,chrysops,None,Lichenostomus chrysops,220,0,560786,Yellow-faced Honeyeater
Lichenostomus cratitius,Lichenostomus,cratitius,None,Lichenostomus cratitius,220,557824,560787,Purple-gaped Honeyeater
Lichenostomus fasciogularis,Lichenostomus,fasciogularis,None,Lichenostomus fasciogularis,220,0,560788,Mangrove Honeyeater
Lichenostomus flavescens,Lichenostomus,flavescens,None,Lichenostomus flavescens,220,0,560789,Yellow-tinted Honeyeater
Lichenostomus flavicollis,Lichenostomus,flavicollis,None,Lichenostomus flavicollis,220,0,560790,Yellow-throated Honeyeater
Lichenostomus flavus,Lichenostomus,flavus,None,Lichenostomus flavus,220,0,560791,Yellow Honeyeater
Lichenostomus frenatus,Lichenostomus,frenatus,None,Lichenostomus frenatus,220,0,560792,Bridled Honeyeater
Lichenostomus fuscus,Lichenostomus,fuscus,None,Lichenostomus fuscus,220,0,560793,Fuscous Honeyeater
Lichenostomus hindwoodi,Lichenostomus,hindwoodi,None,Lichenostomus hindwoodi,220,0,560794,Eungella Honeyeater
Lichenostomus keartlandi,Lichenostomus,keartlandi,None,Lichenostomus keartlandi,220,0,560795,Grey-headed Honeyeater
Lichenostomus leucotis,Lichenostomus,leucotis,None,Lichenostomus leucotis,220,0,560796,White-eared Honeyeater
Lichenostomus melanops,Lichenostomus,melanops,None,Lichenostomus melanops,220,557824,560797,Yellow-tufted Honeyeater
Lichenostomus obscurus,Lichenostomus,obscurus,None,Lichenostomus obscurus,220,0,560798,Obscure Honeyeater
Lichenostomus ornatus,Lichenostomus,ornatus,None,Lichenostomus ornatus,220,0,560799,Yellow-plumed Honeyeater
Lichenostomus penicillatus,Lichenostomus,penicillatus,None,Lichenostomus penicillatus,220,0,560800,White-plumed Honeyeater
Lichenostomus plumulus,Lichenostomus,plumulus,None,Lichenostomus plumulus,220,0,560801,Grey-fronted Honeyeater
Lichenostomus subfrenatus,Lichenostomus,subfrenatus,None,Lichenostomus subfrenatus,220,0,560802,Black-throated Honeyeater
Lichenostomus unicolor,Lichenostomus,unicolor,None,Lichenostomus unicolor,220,0,560803,White-gaped Honeyeater
Lichenostomus versicolor,Lichenostomus,versicolor,None,Lichenostomus versicolor,220,0,560804,Varied Honeyeater
Lichenostomus virescens,Lichenostomus,virescens,None,Lichenostomus virescens,220,0,560805,Singing Honeyeater
Lichmera alboauricularis,Lichmera,alboauricularis,None,Lichmera alboauricularis,220,557825,560806,Silver-eared Honeyeater
Lichmera argentauris,Lichmera,argentauris,None,Lichmera argentauris,220,557825,560807,Olive Honeyeater
Lichmera deningeri,Lichmera,deningeri,None,Lichmera deningeri,220,557825,560808,Buru Honeyeater
Lichmera flavicans,Lichmera,flavicans,None,Lichmera flavicans,220,557825,560809,Flame-eared Honeyeater
Lichmera flavicans,Lichmera,flavicans,None,Lichmera flavicans,220,557825,560809,Yellow-eared Honeyeater
Lichmera incana,Lichmera,incana,None,Lichmera incana,220,557825,560810,Dark-brown Honeyeater
Lichmera incana,Lichmera,incana,None,Lichmera incana,220,557825,560810,Grey-eared Honeyeater
Lichmera indistincta,Lichmera,indistincta,None,Lichmera indistincta,220,557825,560811,Brown Honeyeater
Lichmera limbata,Lichmera,limbata,None,Lichmera limbata,220,0,560812,Indonesian Honeyeater
Lichmera lombokia,Lichmera,lombokia,None,Lichmera lombokia,220,0,560813,Scaly-crowned Honeyeater
Lichmera lombokia,Lichmera,lombokia,None,Lichmera lombokia,220,0,560813,Sunda Honeyeater
Lichmera monticola,Lichmera,monticola,None,Lichmera monticola,220,557825,560814,Seram Honeyeater
Lichmera monticola,Lichmera,monticola,None,Lichmera monticola,220,557825,560814,Spectacled Honeyeater
Lichmera notabilis,Lichmera,notabilis,None,Lichmera notabilis,220,557825,560815,Black-chested Honeyeater
Lichmera notabilis,Lichmera,notabilis,None,Lichmera notabilis,220,557825,560815,Black-necklaced Honeyeater
Lichmera squamata,Lichmera,squamata,None,Lichmera squamata,220,557825,560816,Scaly-breasted Honeyeater
Lichmera squamata,Lichmera,squamata,None,Lichmera squamata,220,557825,560816,White-tufted Honeyeater
Limnornis curvirostris,Limnornis,curvirostris,None,Limnornis curvirostris,220,557826,560817,Curve-billed Reedhaunter
Linurgus olivaceus,Linurgus,olivaceus,None,Linurgus olivaceus,220,557827,560819,Oriole Finch
Liocichla omeiensis,Liocichla,omeiensis,None,Liocichla omeiensis,220,557828,560820,Emei Shan Liocichla
Liocichla phoenicea,Liocichla,phoenicea,None,Liocichla phoenicea,220,557828,560821,Red-faced Liocichla
Liocichla steerii,Liocichla,steerii,None,Liocichla steerii,220,557828,560822,Steere's Liocichla
Lioptilus nigricapillus,Lioptilus,nigricapillus,None,Lioptilus nigricapillus,220,557829,560823,Bush Blackcap
Liosceles thoracicus,Liosceles,thoracicus,None,Liosceles thoracicus,220,557830,560824,Rusty-belted Tapaculo
Lipaugus fuscocinereus,Lipaugus,fuscocinereus,None,Lipaugus fuscocinereus,220,557831,560826,Dusky Piha
Lipaugus lanioides,Lipaugus,lanioides,None,Lipaugus lanioides,220,557831,560827,Cinnamon-vented Piha
Lipaugus streptophorus,Lipaugus,streptophorus,None,Lipaugus streptophorus,220,557831,560828,Rose-collared Piha
Lipaugus unirufus,Lipaugus,unirufus,None,Lipaugus unirufus,220,557831,560830,Rufous Piha
Lipaugus uropygialis,Lipaugus,uropygialis,None,Lipaugus uropygialis,220,557831,560831,Scimitar-winged Piha
Lipaugus vociferans,Lipaugus,vociferans,None,Lipaugus vociferans,220,557831,560832,Screaming Piha
Loboparadisea sericea,Loboparadisea,sericea,None,Loboparadisea sericea,220,557832,560833,Silken Satinbird
Lochmias nematura,Lochmias,nematura,None,Lochmias nematura,220,557833,560834,Sharp-tailed Streamcreeper
Locustella certhiola,Locustella,certhiola,None,Locustella certhiola,220,179848,560835,Pallas's Grasshopper Warbler
Locustella fasciolata,Locustella,fasciolata,None,Locustella fasciolata,220,179848,560836,Gray's Grasshopper Warbler
Locustella fluviatilis,Locustella,fluviatilis,None,Locustella fluviatilis,220,179848,560837,River Warbler
Locustella luscinioides,Locustella,luscinioides,None,Locustella luscinioides,220,179848,560838,Savi's Warbler
Locustella naevia,Locustella,naevia,None,Locustella naevia,220,179848,560839,Common Grasshopper Warbler
Locustella pleskei,Locustella,pleskei,None,Locustella pleskei,220,179848,560840,Styan's Grasshopper Warbler
Lonchura bicolor,Lonchura,bicolor,None,Lonchura bicolor,220,179614,560841,Black-and-white Mannikin
Lonchura caniceps,Lonchura,caniceps,None,Lonchura caniceps,220,179614,560842,Grey-headed Munia
Lonchura cantans,Lonchura,cantans,None,Lonchura cantans,220,0,560843,African Silverbill
Lonchura castaneothorax,Lonchura,castaneothorax,None,Lonchura castaneothorax,220,179614,560844,Chestnut-breasted Munia
Lonchura flaviprymna,Lonchura,flaviprymna,None,Lonchura flaviprymna,220,179614,560846,Yellow-rumped Munia
Lonchura forbesi,Lonchura,forbesi,None,Lonchura forbesi,220,179614,560847,New Ireland Munia
Lonchura fringilloides,Lonchura,fringilloides,None,Lonchura fringilloides,220,179614,560848,Magpie Mannikin
Lonchura fuscans,Lonchura,fuscans,None,Lonchura fuscans,220,179614,560849,Dusky Munia
Lonchura grandis,Lonchura,grandis,None,Lonchura grandis,220,179614,560850,Great-billed Munia
Lonchura griseicapilla,Lonchura,griseicapilla,None,Lonchura griseicapilla,220,0,560851,Grey-headed Silverbill
Lonchura kelaarti,Lonchura,kelaarti,None,Lonchura kelaarti,220,179614,560852,Black-throated Munia
Lonchura leucogastra,Lonchura,leucogastra,None,Lonchura leucogastra,220,179614,560853,White-bellied Munia
Lonchura leucogastroides,Lonchura,leucogastroides,None,Lonchura leucogastroides,220,179614,560854,Javan Munia
Lonchura leucosticta,Lonchura,leucosticta,None,Lonchura leucosticta,220,179614,560855,White-spotted Munia
Lonchura maja,Lonchura,maja,None,Lonchura maja,220,179614,560856,White-headed Munia
Lonchura melaena,Lonchura,melaena,None,Lonchura melaena,220,179614,560857,Sooty Munia
Lonchura molucca,Lonchura,molucca,None,Lonchura molucca,220,179614,560858,Black-faced Munia
Lonchura montana,Lonchura,montana,None,Lonchura montana,220,179614,560859,Western Alpine Munia
Lonchura monticola,Lonchura,monticola,None,Lonchura monticola,220,179614,560860,Eastern Alpine Munia
Lonchura nevermanni,Lonchura,nevermanni,None,Lonchura nevermanni,220,179614,560861,Grey-crowned Munia
Lonchura nigriceps,Lonchura,nigriceps,None,Lonchura nigriceps,220,179614,560863,Red-backed Mannikin
Lonchura pallida,Lonchura,pallida,None,Lonchura pallida,220,179614,560864,Pale-headed Munia
Lonchura pallidiventer,Lonchura,pallidiventer,None,Lonchura pallidiventer,220,0,560865,Cream-bellied Munia
Lonchura quinticolor,Lonchura,quinticolor,None,Lonchura quinticolor,220,179614,560866,Five-colored Munia
Lonchura spectabilis,Lonchura,spectabilis,None,Lonchura spectabilis,220,179614,560867,Hooded Munia
Lonchura striata,Lonchura,striata,None,Lonchura striata,220,179614,560868,White-rumped Munia
Lonchura stygia,Lonchura,stygia,None,Lonchura stygia,220,179614,560869,Black Munia
Lonchura teerinki,Lonchura,teerinki,None,Lonchura teerinki,220,179614,560870,Black-breasted Munia
Lonchura tristissima,Lonchura,tristissima,None,Lonchura tristissima,220,179614,560871,Streak-headed Munia
Lonchura vana,Lonchura,vana,None,Lonchura vana,220,179614,560872,Grey-banded Munia
Lophophanes cristatus,Lophophanes,cristatus,None,Lophophanes cristatus,220,557834,560873,European Crested Tit
Lophophanes dichrous,Lophophanes,dichrous,None,Lophophanes dichrous,220,557834,560874,Grey Crested Tit
Lophorina superba,Lophorina,superba,None,Lophorina superba,220,557835,560875,Superb Bird-of-Paradise
Lophospingus griseocristatus,Lophospingus,griseocristatus,None,Lophospingus griseocristatus,220,557836,560876,Gray-crested Finch
Lophospingus griseocristatus,Lophospingus,griseocristatus,None,Lophospingus griseocristatus,220,557836,560876,Grey-crested Finch
Lophospingus pusillus,Lophospingus,pusillus,None,Lophospingus pusillus,220,557836,560877,Black-crested Finch
Lophotriccus eulophotes,Lophotriccus,eulophotes,None,Lophotriccus eulophotes,220,557837,560878,Long-crested Pygmy Tyrant
Lophotriccus galeatus,Lophotriccus,galeatus,None,Lophotriccus galeatus,220,557837,560879,Helmeted Pygmy Tyrant
Lophotriccus pileatus,Lophotriccus,pileatus,None,Lophotriccus pileatus,220,557837,560880,Scale-crested Pygmy Tyrant
Lophotriccus pileatus,Lophotriccus,pileatus,None,Lophotriccus pileatus,220,557837,560880,Scale-crested Pygmy-Tyrant
Lophotriccus vitiosus,Lophotriccus,vitiosus,None,Lophotriccus vitiosus,220,557837,560881,Double-banded Pygmy Tyrant
Lophozosterops dohertyi,Lophozosterops,dohertyi,None,Lophozosterops dohertyi,220,557838,560882,Crested Ibon
Lophozosterops goodfellowi,Lophozosterops,goodfellowi,None,Lophozosterops goodfellowi,220,557838,560883,Mindanao Ibon
Lophozosterops javanicus,Lophozosterops,javanicus,None,Lophozosterops javanicus,220,557838,560884,Grey-throated Ibon
Lophozosterops pinaiae,Lophozosterops,pinaiae,None,Lophozosterops pinaiae,220,557838,560885,Grey-hooded Ibon
Lophozosterops squamiceps,Lophozosterops,squamiceps,None,Lophozosterops squamiceps,220,557838,560886,Streak-headed Ibon
Lophozosterops superciliaris,Lophozosterops,superciliaris,None,Lophozosterops superciliaris,220,557838,560887,Cream-browed Ibon
Loxia megaplaga,Loxia,megaplaga,None,Loxia megaplaga,220,179258,560888,Hispaniolan Crossbill
Loxia pytyopsittacus,Loxia,pytyopsittacus,None,Loxia pytyopsittacus,220,179258,560889,Parrot Crossbill
Loxia scotica,Loxia,scotica,None,Loxia scotica,220,179258,560890,Scottish Crossbill
Loxigilla violacea,Loxigilla,violacea,None,Loxigilla violacea,220,0,560891,Greater Antillean Bullfinch
Loxipasser anoxanthus,Loxipasser,anoxanthus,None,Loxipasser anoxanthus,220,557839,560892,Yellow-shouldered Grassquit
Lullula arborea,Lullula,arborea,None,Lullula arborea,220,557841,560894,Woodlark
Luscinia brunnea,Luscinia,brunnea,None,Luscinia brunnea,220,179817,560895,Indian Blue Robin
Luscinia luscinia,Luscinia,luscinia,None,Luscinia luscinia,220,179817,560896,Thrush Nightingale
Luscinia megarhynchos,Luscinia,megarhynchos,None,Luscinia megarhynchos,220,179817,560897,Common Nightingale
Luscinia obscura,Luscinia,obscura,None,Luscinia obscura,220,179817,560898,Blackthroat
Luscinia pectardens,Luscinia,pectardens,None,Luscinia pectardens,220,179817,560899,Firethroat
Luscinia pectoralis,Luscinia,pectoralis,None,Luscinia pectoralis,220,179817,560900,White-tailed Rubythroat
Luscinia ruficeps,Luscinia,ruficeps,None,Luscinia ruficeps,220,179817,560901,Rufous-headed Robin
Luscinia sibilans,Luscinia,sibilans,None,Luscinia sibilans,220,179817,560902,Rufous-tailed Robin
Lycocorax pyrrhopterus,Lycocorax,pyrrhopterus,None,Lycocorax pyrrhopterus,220,557842,560903,Paradise-crow
Lysurus castaneiceps,Lysurus,castaneiceps,None,Lysurus castaneiceps,220,0,560904,Olive Finch
Lysurus crassirostris,Lysurus,crassirostris,None,Lysurus crassirostris,220,0,560905,Sooty-faced Finch
